order_details_id,order_id,order_date,order_time,item_id
160,68,2023-01-01,22:07:32,117
161,69,2023-01-01,22:12:13,101
162,70,2023-02-01,11:38:51,127
163,70,2023-02-01,11:38:51,121
164,71,2023-02-01,11:40:50,106
165,72,2023-02-01,11:57:25,131
166,73,2023-02-01,11:58:56,106
167,74,2023-02-01,12:01:12,124
168,74,2023-02-01,12:01:12,129
169,74,2023-02-01,12:01:12,130
170,74,2023-02-01,12:01:12,123
171,75,2023-02-01,12:10:15,117
172,75,2023-02-01,12:10:15,128
173,75,2023-02-01,12:10:15,111
174,76,2023-02-01,12:21:17,107
175,76,2023-02-01,12:21:17,109
176,76,2023-02-01,12:21:17,127
177,76,2023-02-01,12:21:17,122
178,77,2023-02-01,12:22:46,101
179,77,2023-02-01,12:22:46,109
180,78,2023-02-01,12:28:14,107
181,78,2023-02-01,12:28:14,108
182,78,2023-02-01,12:28:14,125
183,78,2023-02-01,12:28:14,110
184,78,2023-02-01,12:28:14,122
185,78,2023-02-01,12:28:14,106
186,79,2023-02-01,12:29:11,110
187,79,2023-02-01,12:29:11,112
188,79,2023-02-01,12:29:11,106
189,80,2023-02-01,12:35:38,113
190,80,2023-02-01,12:35:38,106
191,81,2023-02-01,12:40:01,106
192,82,2023-02-01,12:45:51,107
193,82,2023-02-01,12:45:51,102
194,82,2023-02-01,12:45:51,122
195,82,2023-02-01,12:45:51,132
196,83,2023-02-01,12:53:27,105
197,84,2023-02-01,13:13:41,113
198,85,2023-02-01,13:34:49,108
199,85,2023-02-01,13:34:49,108
200,85,2023-02-01,13:34:49,117
201,85,2023-02-01,13:34:49,114
202,86,2023-02-01,13:40:31,109
203,87,2023-02-01,14:01:02,110
204,87,2023-02-01,14:01:02,129
205,87,2023-02-01,14:01:02,123
206,87,2023-02-01,14:01:02,123
207,88,2023-02-01,14:10:08,124
208,89,2023-02-01,14:30:19,121
209,89,2023-02-01,14:30:19,106
210,90,2023-02-01,15:08:48,120
211,90,2023-02-01,15:08:48,106
212,91,2023-02-01,15:14:43,101
213,91,2023-02-01,15:14:43,104
214,91,2023-02-01,15:14:43,113
215,92,2023-02-01,15:17:02,101
216,92,2023-02-01,15:17:02,117
217,92,2023-02-01,15:17:02,117
218,92,2023-02-01,15:17:02,127
219,92,2023-02-01,15:17:02,113
220,92,2023-02-01,15:17:02,118
221,92,2023-02-01,15:17:02,131
222,92,2023-02-01,15:17:02,123
223,92,2023-02-01,15:17:02,114
224,93,2023-02-01,15:29:31,120
225,94,2023-02-01,16:17:16,110
226,94,2023-02-01,16:17:16,105
227,95,2023-02-01,16:18:04,111
228,95,2023-02-01,16:18:04,118
229,96,2023-02-01,16:21:20,111
230,97,2023-02-01,16:45:33,107
231,98,2023-02-01,17:18:18,108
232,98,2023-02-01,17:18:18,111
233,99,2023-02-01,17:45:42,117
234,100,2023-02-01,17:46:17,109
235,101,2023-02-01,17:51:33,102
236,101,2023-02-01,17:51:33,113
237,101,2023-02-01,17:51:33,121
238,101,2023-02-01,17:51:33,122
239,102,2023-02-01,17:54:04,101
240,102,2023-02-01,17:54:04,119
241,103,2023-02-01,18:02:09,123
242,104,2023-02-01,18:02:12,101
243,104,2023-02-01,18:02:12,103
244,104,2023-02-01,18:02:12,127
245,104,2023-02-01,18:02:12,132
246,105,2023-02-01,18:12:01,109
247,105,2023-02-01,18:12:01,113
248,105,2023-02-01,18:12:01,119
249,106,2023-02-01,18:12:13,129
250,106,2023-02-01,18:12:13,122
251,107,2023-02-01,18:25:09,102
252,107,2023-02-01,18:25:09,117
253,107,2023-02-01,18:25:09,122
254,107,2023-02-01,18:25:09,132
255,108,2023-02-01,18:25:25,108
256,108,2023-02-01,18:25:25,109
257,108,2023-02-01,18:25:25,123
258,109,2023-02-01,18:27:50,110
259,109,2023-02-01,18:27:50,117
260,109,2023-02-01,18:27:50,113
261,109,2023-02-01,18:27:50,119
262,110,2023-02-01,18:36:19,107
263,110,2023-02-01,18:36:19,111
264,110,2023-02-01,18:36:19,121
265,110,2023-02-01,18:36:19,122
266,111,2023-02-01,18:38:01,102
267,111,2023-02-01,18:38:01,124
268,111,2023-02-01,18:38:01,113
269,111,2023-02-01,18:38:01,130
270,112,2023-02-01,18:41:40,113
271,113,2023-02-01,18:50:21,102
272,113,2023-02-01,18:50:21,129
273,113,2023-02-01,18:50:21,105
274,114,2023-02-01,18:59:32,113
275,114,2023-02-01,18:59:32,120
276,115,2023-02-01,19:05:17,107
277,115,2023-02-01,19:05:17,111
278,115,2023-02-01,19:05:17,106
279,116,2023-02-01,19:18:49,124
280,117,2023-02-01,19:23:02,118
281,117,2023-02-01,19:23:02,120
282,118,2023-02-01,19:26:59,119
283,118,2023-02-01,19:26:59,131
284,119,2023-02-01,19:32:29,125
285,120,2023-02-01,19:35:07,108
286,120,2023-02-01,19:35:07,109
287,120,2023-02-01,19:35:07,131
288,121,2023-02-01,19:38:48,101
289,121,2023-02-01,19:38:48,125
290,121,2023-02-01,19:38:48,120
291,121,2023-02-01,19:38:48,105
292,122,2023-02-01,19:50:19,117
293,123,2023-02-01,20:12:09,110
294,124,2023-02-01,20:12:34,101
295,124,2023-02-01,20:12:34,120
296,124,2023-02-01,20:12:34,122
297,124,2023-02-01,20:12:34,114
298,125,2023-02-01,20:31:06,NULL
299,126,2023-02-01,20:53:42,132
300,127,2023-02-01,20:58:23,113
301,128,2023-02-01,21:05:06,122
302,129,2023-02-01,21:13:02,107
303,129,2023-02-01,21:13:02,114
304,130,2023-02-01,21:14:55,109
305,130,2023-02-01,21:14:55,110
306,130,2023-02-01,21:14:55,129
307,130,2023-02-01,21:14:55,105
308,131,2023-02-01,21:33:10,104
309,131,2023-02-01,21:33:10,124
310,131,2023-02-01,21:33:10,126
311,131,2023-02-01,21:33:10,123
312,132,2023-02-01,21:42:45,113
313,133,2023-02-01,22:00:17,101
314,133,2023-02-01,22:00:17,109
315,133,2023-02-01,22:00:17,114
316,134,2023-02-01,22:13:24,107
317,134,2023-02-01,22:13:24,105
318,134,2023-02-01,22:13:24,123
319,135,2023-02-01,22:29:34,132
320,136,2023-02-01,22:32:49,124
321,136,2023-02-01,22:32:49,118
322,137,2023-03-01,11:34:10,128
323,137,2023-03-01,11:34:10,113
324,137,2023-03-01,11:34:10,122
325,138,2023-03-01,11:44:50,102
326,138,2023-03-01,11:44:50,125
327,138,2023-03-01,11:44:50,127
328,138,2023-03-01,11:44:50,120
329,139,2023-03-01,11:57:39,124
330,140,2023-03-01,12:26:44,119
331,140,2023-03-01,12:26:44,132
332,141,2023-03-01,13:16:01,108
333,142,2023-03-01,13:33:59,126
334,143,2023-03-01,13:41:36,102
335,143,2023-03-01,13:41:36,108
336,143,2023-03-01,13:41:36,109
337,143,2023-03-01,13:41:36,129
338,143,2023-03-01,13:41:36,113
339,143,2023-03-01,13:41:36,119
340,143,2023-03-01,13:41:36,106
341,143,2023-03-01,13:41:36,132
342,144,2023-03-01,13:44:28,101
343,144,2023-03-01,13:44:28,107
344,144,2023-03-01,13:44:28,102
345,144,2023-03-01,13:44:28,104
346,144,2023-03-01,13:44:28,124
347,144,2023-03-01,13:44:28,125
348,144,2023-03-01,13:44:28,112
349,144,2023-03-01,13:44:28,105
350,144,2023-03-01,13:44:28,105
351,144,2023-03-01,13:44:28,122
352,144,2023-03-01,13:44:28,106
353,144,2023-03-01,13:44:28,132
354,145,2023-03-01,13:53:48,114
355,146,2023-03-01,14:22:10,102
356,146,2023-03-01,14:22:10,125
357,146,2023-03-01,14:22:10,109
358,147,2023-03-01,14:32:51,NULL
359,148,2023-03-01,14:40:42,128
360,149,2023-03-01,14:48:45,131
361,150,2023-03-01,14:49:58,113
362,151,2023-03-01,15:09:34,105
363,151,2023-03-01,15:09:34,123
364,152,2023-03-01,15:09:42,109
365,152,2023-03-01,15:09:42,131
366,152,2023-03-01,15:09:42,106
367,152,2023-03-01,15:09:42,114
368,153,2023-03-01,15:16:34,129
369,154,2023-03-01,15:22:43,119
370,155,2023-03-01,15:28:59,104
371,155,2023-03-01,15:28:59,111
372,155,2023-03-01,15:28:59,113
373,155,2023-03-01,15:28:59,118
374,156,2023-03-01,15:42:19,111
375,156,2023-03-01,15:42:19,106
376,157,2023-03-01,15:43:03,117
377,157,2023-03-01,15:43:03,128
378,157,2023-03-01,15:43:03,120
379,157,2023-03-01,15:43:03,130
380,158,2023-03-01,15:54:30,127
381,158,2023-03-01,15:54:30,106
382,159,2023-03-01,15:59:22,125
383,159,2023-03-01,15:59:22,106
384,160,2023-03-01,16:35:33,108
385,161,2023-03-01,16:43:46,109
386,161,2023-03-01,16:43:46,122
387,161,2023-03-01,16:43:46,NULL
388,162,2023-03-01,16:51:22,107
389,163,2023-03-01,16:54:54,109
390,163,2023-03-01,16:54:54,113
391,163,2023-03-01,16:54:54,114
392,164,2023-03-01,16:56:33,102
393,164,2023-03-01,16:56:33,113
394,165,2023-03-01,16:57:37,119
395,166,2023-03-01,16:58:51,119
396,167,2023-03-01,17:00:49,101
397,167,2023-03-01,17:00:49,117
398,167,2023-03-01,17:00:49,113
399,168,2023-03-01,17:02:27,107
400,168,2023-03-01,17:02:27,132
401,169,2023-03-01,17:15:48,125
402,169,2023-03-01,17:15:48,110
403,169,2023-03-01,17:15:48,120
404,170,2023-03-01,17:21:31,109
405,171,2023-03-01,17:23:03,111
406,172,2023-03-01,17:29:24,111
407,172,2023-03-01,17:29:24,123
408,172,2023-03-01,17:29:24,106
409,173,2023-03-01,17:35:30,102
410,173,2023-03-01,17:35:30,108
411,173,2023-03-01,17:35:30,132
412,174,2023-03-01,17:37:49,107
413,174,2023-03-01,17:37:49,102
414,174,2023-03-01,17:37:49,102
415,174,2023-03-01,17:37:49,110
416,175,2023-03-01,17:50:51,117
417,176,2023-03-01,17:51:57,102
418,176,2023-03-01,17:51:57,118
419,177,2023-03-01,17:54:36,111
420,177,2023-03-01,17:54:36,106
421,178,2023-03-01,18:15:03,118
422,179,2023-03-01,18:20:14,109
423,179,2023-03-01,18:20:14,120
424,179,2023-03-01,18:20:14,132
425,180,2023-03-01,18:33:34,108
426,180,2023-03-01,18:33:34,119
427,181,2023-03-01,18:49:32,129
428,182,2023-03-01,18:50:10,115
429,182,2023-03-01,18:50:10,118
430,183,2023-03-01,18:54:55,111
431,183,2023-03-01,18:54:55,130
432,183,2023-03-01,18:54:55,130
433,184,2023-03-01,18:59:05,109
434,185,2023-03-01,19:08:33,120
435,185,2023-03-01,19:08:33,130
436,186,2023-03-01,19:36:00,129
437,186,2023-03-01,19:36:00,105
438,186,2023-03-01,19:36:00,130
439,186,2023-03-01,19:36:00,106
440,187,2023-03-01,19:37:12,124
441,187,2023-03-01,19:37:12,130
442,188,2023-03-01,20:08:39,124
443,188,2023-03-01,20:08:39,113
444,188,2023-03-01,20:08:39,118
445,189,2023-03-01,20:12:14,107
446,189,2023-03-01,20:12:14,106
447,190,2023-03-01,20:14:23,101
448,190,2023-03-01,20:14:23,125
449,190,2023-03-01,20:14:23,112
450,190,2023-03-01,20:14:23,119
451,191,2023-03-01,20:24:50,102
452,191,2023-03-01,20:24:50,103
453,192,2023-03-01,20:30:08,120
454,192,2023-03-01,20:30:08,105
455,193,2023-03-01,20:55:47,107
456,193,2023-03-01,20:55:47,102
457,193,2023-03-01,20:55:47,103
458,194,2023-03-01,21:21:24,101
459,195,2023-03-01,21:25:20,101
460,196,2023-03-01,21:40:14,120
461,196,2023-03-01,21:40:14,122
462,196,2023-03-01,21:40:14,132
463,197,2023-03-01,21:47:48,125
464,197,2023-03-01,21:47:48,110
465,197,2023-03-01,21:47:48,127
466,197,2023-03-01,21:47:48,121
467,198,2023-03-01,21:55:42,107
468,198,2023-03-01,21:55:42,103
469,199,2023-03-01,22:10:38,103
470,200,2023-03-01,22:24:05,NULL
471,201,2023-03-01,22:29:59,116
472,201,2023-03-01,22:29:59,104
473,201,2023-03-01,22:29:59,117
474,201,2023-03-01,22:29:59,NULL
475,202,2023-03-01,22:50:29,102
476,203,2023-04-01,11:30:48,102
477,203,2023-04-01,11:30:48,127
478,203,2023-04-01,11:30:48,112
479,203,2023-04-01,11:30:48,114
480,204,2023-04-01,11:36:25,122
481,205,2023-04-01,11:43:54,102
482,205,2023-04-01,11:43:54,103
483,205,2023-04-01,11:43:54,119
484,206,2023-04-01,11:45:10,111
485,206,2023-04-01,11:45:10,113
486,206,2023-04-01,11:45:10,122
487,207,2023-04-01,12:03:58,122
488,208,2023-04-01,12:12:05,101
489,208,2023-04-01,12:12:05,101
490,208,2023-04-01,12:12:05,103
491,208,2023-04-01,12:12:05,113
492,208,2023-04-01,12:12:05,114
493,209,2023-04-01,12:29:17,102
494,210,2023-04-01,12:34:13,131
495,211,2023-04-01,12:54:20,113
496,212,2023-04-01,13:16:03,110
497,213,2023-04-01,13:20:39,125
498,214,2023-04-01,13:39:16,110
499,214,2023-04-01,13:39:16,117
500,214,2023-04-01,13:39:16,129
501,214,2023-04-01,13:39:16,130
502,215,2023-04-01,13:44:49,126
503,216,2023-04-01,14:31:56,101
504,216,2023-04-01,14:31:56,124
505,216,2023-04-01,14:31:56,109
506,217,2023-04-01,14:35:03,108
507,217,2023-04-01,14:35:03,131
508,218,2023-04-01,14:35:11,122
509,219,2023-04-01,14:42:01,101
510,219,2023-04-01,14:42:01,124
511,219,2023-04-01,14:42:01,118
512,219,2023-04-01,14:42:01,131
513,220,2023-04-01,15:31:59,109
514,220,2023-04-01,15:31:59,110
515,220,2023-04-01,15:31:59,111
516,220,2023-04-01,15:31:59,122
517,221,2023-04-01,15:33:18,124
518,221,2023-04-01,15:33:18,119
519,221,2023-04-01,15:33:18,114
520,222,2023-04-01,15:46:38,125
521,222,2023-04-01,15:46:38,120
522,223,2023-04-01,16:08:20,112
523,224,2023-04-01,16:39:58,103
524,224,2023-04-01,16:39:58,117
525,224,2023-04-01,16:39:58,111
526,224,2023-04-01,16:39:58,106
527,225,2023-04-01,16:41:48,101
528,225,2023-04-01,16:41:48,101
529,225,2023-04-01,16:41:48,105
530,226,2023-04-01,16:59:39,108
531,227,2023-04-01,17:24:39,101
532,227,2023-04-01,17:24:39,114
533,228,2023-04-01,17:31:24,127
534,229,2023-04-01,17:37:57,127
535,229,2023-04-01,17:37:57,119
536,229,2023-04-01,17:37:57,130
537,230,2023-04-01,17:58:38,106
538,231,2023-04-01,18:04:18,102
539,231,2023-04-01,18:04:18,111
540,231,2023-04-01,18:04:18,119
541,232,2023-04-01,18:21:59,101
542,232,2023-04-01,18:21:59,123
543,233,2023-04-01,18:26:51,131
544,234,2023-04-01,18:36:09,103
545,234,2023-04-01,18:36:09,117
546,234,2023-04-01,18:36:09,111
547,235,2023-04-01,18:51:30,102
548,236,2023-04-01,19:21:04,108
549,236,2023-04-01,19:21:04,126
550,237,2023-04-01,19:27:48,126
551,238,2023-04-01,19:45:15,130
552,239,2023-04-01,19:57:52,117
553,239,2023-04-01,19:57:52,106
554,240,2023-04-01,20:10:24,125
555,241,2023-04-01,20:11:25,120
556,241,2023-04-01,20:11:25,123
557,242,2023-04-01,20:15:29,116
558,242,2023-04-01,20:15:29,106
559,242,2023-04-01,20:15:29,132
560,243,2023-04-01,20:26:17,108
561,243,2023-04-01,20:26:17,123
562,244,2023-04-01,20:26:22,117
563,244,2023-04-01,20:26:22,122
564,245,2023-04-01,20:28:41,101
565,245,2023-04-01,20:28:41,104
566,246,2023-04-01,20:30:48,103
567,246,2023-04-01,20:30:48,113
568,247,2023-04-01,20:55:29,109
569,247,2023-04-01,20:55:29,120
570,247,2023-04-01,20:55:29,123
571,248,2023-04-01,20:58:19,109
572,248,2023-04-01,20:58:19,106
573,249,2023-04-01,21:06:16,101
574,249,2023-04-01,21:06:16,116
575,250,2023-04-01,21:07:05,125
576,251,2023-04-01,21:10:05,129
577,252,2023-04-01,22:13:15,119
578,253,2023-04-01,22:16:18,115
579,254,2023-04-01,22:22:13,101
580,254,2023-04-01,22:22:13,115
581,254,2023-04-01,22:22:13,124
582,255,2023-05-01,11:23:35,124
583,255,2023-05-01,11:23:35,126
584,255,2023-05-01,11:23:35,109
585,255,2023-05-01,11:23:35,131
586,256,2023-05-01,11:56:06,112
587,257,2023-05-01,11:59:04,102
588,257,2023-05-01,11:59:04,103
589,258,2023-05-01,11:59:23,108
590,259,2023-05-01,12:04:25,113
591,260,2023-05-01,12:06:27,124
592,260,2023-05-01,12:06:27,114
593,261,2023-05-01,12:38:29,115
594,262,2023-05-01,12:42:01,102
595,263,2023-05-01,12:57:22,130
596,264,2023-05-01,13:03:59,129
597,265,2023-05-01,13:04:42,103
598,265,2023-05-01,13:04:42,129
599,265,2023-05-01,13:04:42,120
600,265,2023-05-01,13:04:42,122
601,266,2023-05-01,13:09:29,118
602,267,2023-05-01,13:37:50,125
603,267,2023-05-01,13:37:50,128
604,267,2023-05-01,13:37:50,111
605,268,2023-05-01,13:40:46,117
606,268,2023-05-01,13:40:46,113
607,269,2023-05-01,13:49:34,103
608,270,2023-05-01,14:09:02,105
609,270,2023-05-01,14:09:02,130
610,270,2023-05-01,14:09:02,106
611,271,2023-05-01,14:22:19,107
612,271,2023-05-01,14:22:19,102
613,271,2023-05-01,14:22:19,103
614,271,2023-05-01,14:22:19,104
615,271,2023-05-01,14:22:19,108
616,271,2023-05-01,14:22:19,117
617,271,2023-05-01,14:22:19,120
618,271,2023-05-01,14:22:19,121
619,271,2023-05-01,14:22:19,105
620,271,2023-05-01,14:22:19,114
621,272,2023-05-01,14:24:05,117
622,273,2023-05-01,14:28:00,121
623,274,2023-05-01,14:36:33,125
624,274,2023-05-01,14:36:33,106
625,275,2023-05-01,14:38:14,108
626,275,2023-05-01,14:38:14,124
627,275,2023-05-01,14:38:14,113
628,275,2023-05-01,14:38:14,120
629,276,2023-05-01,15:18:18,124
630,276,2023-05-01,15:18:18,122
631,277,2023-05-01,15:41:50,125
632,278,2023-05-01,15:49:21,127
633,278,2023-05-01,15:49:21,105
634,279,2023-05-01,16:07:03,102
635,279,2023-05-01,16:07:03,103
636,280,2023-05-01,16:20:23,119
637,280,2023-05-01,16:20:23,132
638,281,2023-05-01,16:33:48,120
639,282,2023-05-01,16:49:38,108
640,282,2023-05-01,16:49:38,124
641,282,2023-05-01,16:49:38,118
642,282,2023-05-01,16:49:38,130
643,283,2023-05-01,16:51:43,111
644,284,2023-05-01,16:58:16,125
645,284,2023-05-01,16:58:16,109
646,284,2023-05-01,16:58:16,111
647,285,2023-05-01,16:58:38,119
648,286,2023-05-01,17:01:23,117
649,286,2023-05-01,17:01:23,118
650,287,2023-05-01,17:30:09,117
651,287,2023-05-01,17:30:09,112
652,287,2023-05-01,17:30:09,113
653,287,2023-05-01,17:30:09,120
654,288,2023-05-01,17:32:44,115
655,288,2023-05-01,17:32:44,119
656,288,2023-05-01,17:32:44,123
657,289,2023-05-01,17:36:23,124
658,290,2023-05-01,17:41:16,108
659,290,2023-05-01,17:41:16,132
660,291,2023-05-01,17:44:39,101
661,291,2023-05-01,17:44:39,103
662,291,2023-05-01,17:44:39,125
663,292,2023-05-01,17:48:59,130
664,292,2023-05-01,17:48:59,131
665,293,2023-05-01,17:58:38,108
666,293,2023-05-01,17:58:38,127
667,294,2023-05-01,18:16:35,101
668,294,2023-05-01,18:16:35,117
669,294,2023-05-01,18:16:35,106
670,295,2023-05-01,18:20:12,102
671,296,2023-05-01,18:46:54,126
672,296,2023-05-01,18:46:54,110
673,296,2023-05-01,18:46:54,106
674,297,2023-05-01,19:02:18,105
675,298,2023-05-01,19:10:36,102
676,298,2023-05-01,19:10:36,102
677,298,2023-05-01,19:10:36,103
678,298,2023-05-01,19:10:36,108
679,299,2023-05-01,19:34:31,108
680,299,2023-05-01,19:34:31,131
681,300,2023-05-01,19:42:54,107
682,300,2023-05-01,19:42:54,110
683,300,2023-05-01,19:42:54,127
684,300,2023-05-01,19:42:54,123
685,301,2023-05-01,19:45:58,111
686,302,2023-05-01,19:57:37,118
687,303,2023-05-01,20:02:51,107
688,303,2023-05-01,20:02:51,110
689,303,2023-05-01,20:02:51,113
690,304,2023-05-01,20:07:58,109
691,304,2023-05-01,20:07:58,129
692,305,2023-05-01,20:35:40,113
693,305,2023-05-01,20:35:40,120
694,305,2023-05-01,20:35:40,122
695,306,2023-05-01,20:37:40,107
696,306,2023-05-01,20:37:40,109
697,306,2023-05-01,20:37:40,111
698,307,2023-05-01,21:45:38,108
699,307,2023-05-01,21:45:38,106
700,308,2023-05-01,21:59:46,109
701,308,2023-05-01,21:59:46,112
702,308,2023-05-01,21:59:46,106
703,309,2023-06-01,11:39:06,124
704,309,2023-06-01,11:39:06,118
705,310,2023-06-01,11:40:48,109
706,310,2023-06-01,11:40:48,106
707,311,2023-06-01,11:57:27,120
708,312,2023-06-01,12:05:21,107
709,312,2023-06-01,12:05:21,115
710,312,2023-06-01,12:05:21,103
711,312,2023-06-01,12:05:21,120
712,313,2023-06-01,12:09:09,108
713,314,2023-06-01,12:11:58,116
714,314,2023-06-01,12:11:58,124
715,314,2023-06-01,12:11:58,126
716,314,2023-06-01,12:11:58,109
717,314,2023-06-01,12:11:58,132
718,315,2023-06-01,12:17:40,108
719,316,2023-06-01,12:29:34,109
720,316,2023-06-01,12:29:34,117
721,317,2023-06-01,12:31:00,102
722,317,2023-06-01,12:31:00,108
723,317,2023-06-01,12:31:00,125
724,317,2023-06-01,12:31:00,109
725,317,2023-06-01,12:31:00,112
726,317,2023-06-01,12:31:00,119
727,317,2023-06-01,12:31:00,131
728,318,2023-06-01,12:45:14,110
729,318,2023-06-01,12:45:14,129
730,318,2023-06-01,12:45:14,121
731,318,2023-06-01,12:45:14,122
732,319,2023-06-01,12:46:22,117
733,320,2023-06-01,12:46:40,102
