household_key,DAY,COUPON_UPC,CAMPAIGN
156,591,53620064076,17
158,443,52100000033,9
164,597,10000085477,18
164,597,10000089248,18
164,597,51600030101,18
164,597,51960010076,18
164,597,57680000050,18
164,634,53800050033,18
165,287,53377610033,29
165,428,10000085363,8
184,514,10000085426,13
184,514,10000089091,13
184,514,53620010050,13
184,516,54800111033,13
192,611,54900050076,18
192,669,54900050082,25
196,590,10000085479,18
196,590,54300026050,18
196,590,55100055075,17
196,590,55410000076,18
196,590,57790030032,17
208,427,55100090033,8
208,597,51800015050,18
208,597,51920021576,18
208,601,55410000076,18
208,606,10000085475,18
208,654,51800000050,22
214,439,51266950076,8
215,529,52580010042,13
215,529,58000075224,13
222,415,10000089038,8
232,421,55100012140,8
239,332,51111037250,30
239,332,52100026076,30
239,346,54460000050,30
239,348,54589300078,30
239,361,51111074175,2
239,363,52586611376,30
239,413,10000089012,8
239,416,10000085364,8
239,416,54300031076,8
239,511,52740022050,13
239,532,51111113178,13
239,603,10000089266,18
239,603,53700026850,18
239,654,54132220050,22
243,417,10000085361,8
243,417,10000089023,8
243,417,54154888076,8
243,521,10000085427,13
248,228,50930030075,26
248,228,51111008650,26
248,228,51111071124,26
248,228,51111078555,26
248,228,51800000033,26
248,228,54180000033,26
249,510,52840050076,13
251,597,10000085479,18
251,597,57332150033,18
256,243,54589314178,26
256,429,10000085361,8
256,439,10000085369,8
256,507,10000085426,13
256,507,10000089136,13
256,507,57047091041,13
256,533,51111113178,13
256,533,51980010075,13
256,533,51981012076,13
256,533,52840042034,13
256,533,54100027032,13
256,533,54100027032,14
256,579,50099700082,16
256,592,10000085478,18
256,592,50052110076,14
256,592,51800015050,18
256,592,52200090076,18
256,592,53500000076,16
256,592,53700048076,16
256,592,54589314175,14
256,592,54900050076,18
256,592,57418211676,16
256,606,10000085484,18
256,606,52100023024,18
256,606,54280011660,17
256,606,57143020076,18
256,638,51111120076,20
256,638,51312010033,22
256,638,51800000050,22
256,638,54589399275,20
256,638,57045970076,22
256,678,54900050082,25
256,678,57192110076,25
262,431,50800490036,8
276,437,10000085361,8
279,421,10000085363,8
282,464,10000085378,9
282,464,53700060051,9
282,464,54300026033,9
282,464,57064021233,9
282,533,53620064076,13
282,533,57265526076,13
283,603,51800050033,17
283,603,53620064076,17
283,603,54280011660,17
294,262,51600070033,26
294,262,53600030082,26
294,262,54369530042,26
294,424,10000085361,8
294,425,50800490078,8
294,437,54154889078,8
294,536,10000085425,13
294,536,51600050042,13
294,536,56414410013,13
294,549,57320210076,13
305,594,57332150033,18
305,608,10000085477,18
306,414,10000089053,8
306,414,53500029075,8
306,414,54300031076,8
306,420,10000085361,8
307,414,10000089012,8
307,606,53160401082,18
318,531,10000085429,13
318,531,51111113178,13
318,531,51780061082,13
321,446,10000089064,9
321,446,52840042077,9
324,259,57127920076,26
334,231,54369530042,26
334,231,57756765876,26
334,256,51380061733,26
334,545,10000085426,13
334,545,51254711082,13
334,545,57047091041,13
345,626,51600070033,18
346,508,10000089111,13
351,505,10000085429,13
351,505,52740022050,13
351,605,53700048182,19
353,422,10000085363,8
353,596,10000085475,18
354,415,10000085364,8
354,415,10000085366,8
354,520,52016910055,13
361,510,52927461001,13
361,510,55410000076,13
361,542,52840011033,13
361,542,54200000076,13
361,609,10000085478,18
361,609,51200000076,18
362,330,51111070124,30
362,330,52586611376,30
367,232,54900000032,26
367,330,51116200076,30
367,338,10000085320,30
367,338,51111074232,30
367,338,54850011076,30
367,344,54154888076,30
367,358,52300021041,30
367,438,53700020076,8
367,438,53800050033,8
367,438,53800050033,9
367,438,57800000033,8
367,444,10000085361,8
367,444,10000089048,8
367,444,54154888076,8
367,444,57192117133,8
367,450,51380041309,9
367,505,54100024950,13
367,535,10000089134,13
367,535,54154888076,13
367,541,10000085428,13
367,596,10000085477,18
367,596,53800030050,17
367,596,57680000050,18
367,596,57756765034,17
367,604,51800015050,18
367,604,52113100033,18
367,604,53450058040,17
367,632,10000089251,18
367,632,51116200076,18
367,632,51600070033,18
367,647,54800110055,20
367,660,54900050082,25
367,673,51200000009,25
367,680,51090044076,25
367,680,54116500036,25
378,241,55150054075,26
378,458,53600000078,8
378,460,10000085363,8
378,508,57127930075,13
378,540,57680810050,13
378,545,52840011033,13
378,593,52100023024,18
378,610,10000085478,18
378,610,57124960082,18
383,439,53600000078,8
387,517,10000085429,13
389,420,57127900036,8
389,442,10000085361,8
389,504,10000085426,13
389,504,10000089093,13
389,538,10000085432,13
389,538,51600070033,13
389,538,51960010076,13
389,538,51960060050,13
389,538,54300020076,13
389,539,10000089093,13
389,582,53620064076,17
389,582,54440020076,17
389,596,10000085476,18
389,609,52000030042,18
389,609,52113100033,18
389,609,54060060076,18
389,609,54300026050,18
389,625,54900050076,18
389,653,54060060033,23
389,656,53000000036,23
389,665,55100000033,23
389,671,51200000076,23
389,686,57192110076,25
393,416,57910012076,8
397,415,10000085364,8
397,415,57214010082,8
397,510,10000085429,13
397,510,53800050033,13
397,510,54300020076,13
397,510,54369530009,13
397,639,56687861776,18
400,683,52840000033,25
400,683,54900050082,25
400,683,57192110076,25
400,683,57797520075,25
412,531,10000089128,13
412,531,51952131178,13
412,531,54154888076,13
412,531,58000075224,13
413,606,53700013182,18
413,609,10000085476,18
421,453,10000085364,8
426,420,53010010033,8
426,420,57064021233,8
426,443,10000089020,8
426,526,10000085429,13
426,536,54610000075,13
426,538,51116221076,13
426,617,10000085475,18
426,617,10000089250,18
426,617,52000030042,18
426,635,51116200076,18
426,635,51800015050,18
437,337,57023000076,30
437,625,51500050033,19
438,593,10000085475,18
438,620,54200029176,18
443,467,52100000033,9
443,467,54300026033,9
454,457,57910012076,8
458,511,10000089124,13
458,516,10000085432,13
458,606,10000089266,18
458,606,52100023024,18
460,616,54060060076,18
463,627,10000085475,18
464,241,51111074642,26
464,258,52100026076,26
464,377,51111540076,4
464,506,50800490076,13
464,515,10000085428,13
464,515,51111113178,13
464,589,54800140060,14
464,600,54800111033,18
464,620,54800110055,20
464,634,52100000031,22
469,506,10000085429,13
469,593,10000085475,18
469,593,52500010050,18
469,593,54900050076,18
469,593,57631000076,18
472,516,10000085425,13
472,516,51600040033,13
472,516,51600070033,13
472,516,51700010076,13
472,516,53700061076,13
472,516,54000016333,13
472,516,54154888076,13
472,516,54180010033,13
472,516,54200000076,13
472,516,57033030076,13
472,557,54589399276,14
473,605,10000089244,18
473,605,10000089272,18
473,605,52840001082,18
484,614,55480017133,18
484,614,57143020076,18
485,633,51800000050,22
485,633,52100000031,22
490,430,52370020076,8
490,523,51113240013,13
490,523,51600040033,13
490,523,54369530009,13
490,523,56414410013,13
490,607,10000085477,18
490,607,51800015050,18
492,521,10000085425,13
492,620,10000085475,18
492,620,54200029176,18
503,530,10000085425,13
503,530,51600070033,13
503,530,52898920076,13
518,431,10000085363,8
518,431,10000085369,8
518,518,51981012076,13
518,606,10000085478,18
518,606,52113100033,18
523,594,10000085477,18
545,459,10000085361,8
545,459,50800490078,8
545,459,53600000078,8
545,459,55100012140,8
545,610,50581447025,18
545,610,53010010033,18
545,638,10000085477,18
546,600,10000085477,18
546,600,10000089240,18
560,554,51111124078,14
560,585,53620010028,14
560,585,54800140060,14
573,415,10000085364,8
573,415,55000013033,8
573,415,57910012076,8
574,417,10000085361,8
574,417,10000089018,8
574,417,53810077076,8
574,426,55100012140,8
574,433,53800050033,8
574,459,10000085368,8
574,459,54300080075,8
574,468,10000085370,10
574,474,55220010013,10
574,551,10000089106,13
574,551,53620064076,13
574,593,10000089285,18
574,607,51500050033,19
574,607,55220010013,19
574,628,51500050013,19
574,634,53700048182,19
574,662,52100023030,25
574,663,54900050082,25
574,676,51200000009,25
574,683,52100023030,25
574,683,54900050082,25
574,683,57797520075,25
574,691,52900020076,25
574,691,57192110076,25
574,691,58768484040,25
577,545,54300020076,13
581,449,52840031033,8
588,339,52100000076,30
588,339,52100041013,30
588,348,10000085320,30
588,436,10000085363,8
588,436,10000089045,8
588,436,10000089046,8
588,436,51312010033,8
588,451,55100012140,8
588,514,10000089106,13
588,514,10000089113,13
588,514,51600050042,13
588,514,53620010050,13
588,549,54650050060,13
588,591,10000085478,18
588,591,53620010028,14
588,591,53700013182,18
588,591,54100027032,14
588,591,54589399250,14
588,591,57143020076,18
588,618,51800015050,18
588,618,53700048182,19
588,633,52100023024,18
596,504,10000085425,13
600,506,51600070033,13
600,506,51960060050,13
600,559,54589399276,14
600,584,53620010028,14
600,675,53620010028,20
605,427,10000085361,8
605,469,10000085370,10
605,469,53700048182,10
605,474,53700048182,10
605,482,50813713084,10
605,535,55150026055,13
605,606,10000085478,18
605,606,56687861776,18
630,424,10000085364,8
630,439,54154888076,8
630,507,10000085425,13
630,507,52840011033,13
630,521,53620010050,13
630,600,10000085479,18
630,600,10000089252,18
631,606,10000085475,18
636,533,54100027032,13
636,533,54100027032,14
636,533,54589399250,14
636,619,57332150033,18
641,559,54589399276,14
647,415,10000085363,8
647,415,10000089047,8
647,439,53600000078,8
647,606,55000013950,18
650,507,52100040050,13
679,418,52740020076,8
679,509,10000085428,13
679,509,57631000076,13
679,511,53010030033,13
680,417,53010010033,8
680,456,10000085363,8
681,326,54460000050,30
681,333,53620010050,30
681,333,54740018078,30
687,617,10000085479,18
687,617,10000089290,18
687,617,54850010033,18
687,630,51800015050,18
687,630,51960010076,18
692,422,10000085363,8
692,592,54060060076,18
692,600,10000085475,18
696,541,10000089125,13
696,541,53663250076,13
696,541,53700040075,13
696,541,54300020076,13
699,337,52100026076,30
702,427,10000085364,8
702,508,10000085427,13
702,508,10000089106,13
702,508,52100040050,13
703,509,10000085429,13
703,509,51480000076,13
703,509,51600070033,13
703,509,54300020076,13
703,509,54800111033,13
709,617,54589399255,20
712,291,51380041013,29
712,291,54300016033,29
712,508,10000085426,13
712,539,53700040075,13
712,539,54100024950,13
712,545,51600070033,13
712,629,10000085475,18
712,629,54060060076,18
712,629,54300026050,18
712,629,54900050076,18
715,597,57631000076,18
716,527,10000085425,13
716,527,53663250076,13
718,239,51111074242,26
718,283,53620010028,27
718,351,51111070124,30
718,494,53600000082,10
718,600,55703711082,18
725,533,10000085427,13
725,533,10000089124,13
725,533,53620010050,13
725,533,55410000076,13
725,533,56414410013,13
740,598,10000085475,18
740,598,10000089284,18
745,585,53450058040,17
745,655,57027211076,23
755,529,10000085425,13
755,529,10000089137,13
755,529,52100040050,13
755,529,52580010042,13
755,529,53010030033,13
755,529,54154888076,13
755,635,10000085475,18
755,635,51111120001,18
755,635,51862700076,18
755,635,52800051098,18
755,635,54060060076,18
755,635,54200029176,18
761,639,51312010033,22
761,639,51800000050,22
761,639,52100000031,22
761,639,52800031032,22
761,639,54132220050,22
761,639,54400021032,22
761,639,54450000076,22
761,665,52700012033,25
761,665,54900050082,25
761,665,57192110076,25
761,665,57756765034,25
764,515,10000085429,13
764,519,53663250076,13
764,519,54154889076,13
766,568,53500000076,16
768,606,10000085477,18
768,606,10000089306,18
768,606,55410000076,18
771,567,52270011076,16
771,567,53600030082,16
771,567,57418211676,16
788,227,51111076635,26
788,227,55100055008,26
788,227,57218020076,26
788,257,51111037233,26
788,257,51111070150,26
788,257,51111075533,26
788,257,57320210076,26
788,528,53010030033,13
788,685,53400022076,25
788,685,58768484040,25
793,631,10000085477,18
793,631,10000085479,18
805,507,10000085425,13
805,507,10000089076,13
805,507,51600070033,13
805,507,52740022050,13
805,507,57105210033,13
805,550,10000085429,13
805,609,53700048182,19
805,610,10000089271,18
805,619,10000085479,18
805,633,53600010087,19
807,610,10000085477,18
807,610,10000089290,18
807,648,10000085493,23
807,648,51200000076,23
807,648,55200017313,23
825,529,10000085426,13
825,529,51330021113,13
825,529,54178802078,13
825,529,54650050060,13
825,529,57265526076,13
825,529,57680810050,13
825,537,10000089078,13
825,592,10000085479,18
825,592,51800015050,18
825,592,52100023024,18
825,592,57144800076,18
825,621,53120026033,18
825,621,57143020076,18
840,671,10000085495,24
845,509,10000085427,13
845,509,51111113178,13
845,509,54263410033,13
864,433,51981012076,8
864,518,10000085429,13
864,518,52580010042,13
864,524,52740022050,13
864,528,10000085426,13
864,528,52927461001,13
864,546,51981012076,13
864,608,10000085475,18
864,608,10000085478,18
864,608,10000089263,18
864,608,10000089270,18
864,614,10000089239,18
867,529,10000085425,13
867,550,51111113178,13
867,550,51960010076,13
867,550,52580010042,13
867,550,57050100078,13
867,642,52570016075,18
877,418,10000085364,8
877,418,54154888076,8
877,418,55100012140,8
877,418,57192117133,8
877,439,52840042077,9
877,439,55004910025,9
877,459,53800050033,8
877,459,53800050033,9
877,628,50004510076,18
877,628,54200029176,18
878,523,10000085425,13
878,523,10000089128,13
883,332,54154888076,30
883,514,10000085429,13
883,514,10000089134,13
883,544,10000085432,13
888,327,52100026076,30
888,327,54200000076,30
888,516,10000089091,13
888,516,10000089098,13
888,516,53620010050,13
888,516,54100027032,13
888,540,52150000050,14
888,540,53620010028,14
888,540,54100027032,13
888,540,54100027032,14
888,540,54610000075,13
888,644,54589321176,20
889,235,52000030042,26
889,250,57218020076,26
889,250,57490414076,26
889,264,54200060033,26
889,330,52819011176,30
889,330,52920000028,30
889,392,53700048182,5
889,515,51600040033,13
889,515,53663250076,13
889,515,58978500076,13
889,530,10000085428,13
889,530,10000089084,13
889,572,53700048076,16
889,600,10000085475,18
889,600,52000030042,18
889,600,52500010050,18
889,614,51600070033,18
889,614,55400061078,18
889,647,51450050050,22
889,670,10000085493,23
889,670,51200000076,23
889,670,54850010033,23
889,684,51380040009,23
895,456,10000085364,8
895,513,10000085425,13
895,594,10000085475,18
896,312,53663200076,29
906,652,54060060033,23
908,608,53120026033,18
908,608,54154888076,18
909,592,10000085475,18
911,544,10000085429,13
911,593,10000085475,18
920,507,10000085425,13
920,507,10000085429,13
920,507,51600070033,13
920,507,54200000076,13
929,421,10000089029,8
929,421,55100055075,8
929,592,54440020076,17
929,627,10000085477,18
931,420,10000085363,8
931,420,51111110076,8
931,420,52700040009,8
931,420,53500051576,8
931,420,53600000078,8
931,420,53800050033,8
931,420,54200000033,8
931,420,54450031033,8
931,420,57192117133,8
931,420,57631000076,8
931,602,10000085477,18
931,602,10000085479,18
931,602,10000089194,17
931,602,10000089195,17
931,602,10000089246,18
931,602,10000089253,18
931,602,10000089266,18
931,602,10000089288,18
931,602,51111114101,18
931,602,51200000076,18
931,602,51600070033,18
931,602,51800050033,17
931,602,52100023024,18
931,602,53800030050,17
931,602,54280011660,17
931,602,54440020076,17
931,602,55400061078,18
931,602,57045970076,17
931,602,57790030032,17
934,512,51600070033,13
936,349,53700021125,30
936,540,54200000076,13
936,634,54850010033,18
936,641,51111120001,18
947,327,51113240041,30
947,527,10000085427,13
947,527,51113240013,13
947,527,51116221076,13
949,525,10000085425,13
949,525,10000085428,13
949,525,57047091041,13
954,528,52100040050,13
954,528,56414410013,13
956,622,51906341075,18
968,508,55000013050,13
972,360,57756765875,30
979,237,51370000076,26
979,237,51600070033,26
979,388,53700048182,5
979,408,53700048182,5
979,408,58087858576,7
979,506,10000085425,13
979,506,10000085426,13
979,506,10000085427,13
979,506,51480000076,13
979,506,54900065036,13
979,513,55410000076,13
979,513,57105210033,13
979,520,54369530009,13
979,542,55150026055,13
979,590,53700048076,16
979,599,10000085479,18
979,599,51800015050,18
979,599,54200029176,18
979,604,51960010076,18
979,606,53210060033,18
979,606,54105800093,18
979,606,57143020076,18
979,632,51800000050,22
979,655,52840000082,23
979,655,54850010033,22
979,655,54850010033,23
979,655,55928320070,23
979,669,10000085493,23
982,421,10000085363,8
982,475,54110030074,10
982,506,10000085425,13
982,506,52740022050,13
982,506,57255400076,13
982,514,10000089124,13
982,514,51600040033,13
982,522,50800490076,13
982,549,50800490076,13
982,549,54800110055,14
982,599,10000085479,18
982,599,51800015050,18
982,599,54900050076,18
982,599,57045970076,17
982,639,51600070033,18
982,639,51800000050,22
982,639,51800015050,18
982,639,54850010033,18
982,639,54850010033,22
983,613,54420930024,18
983,613,57218040076,18
988,241,51111076669,26
988,241,52100026076,26
988,241,54589314178,26
988,241,57800000032,26
993,417,10000085364,8
993,417,54154888076,8
993,507,10000085427,13
993,507,10000085429,13
993,507,10000089124,13
993,507,54200000076,13
998,429,52740020076,8
1000,508,10000089124,13
1000,511,50000540082,13
1000,511,51480000076,13
1000,511,53700040075,13
1005,420,10000085363,8
1005,420,10000089053,8
1005,420,10000089054,8
1005,420,53620010050,8
1005,507,10000089128,13
1011,510,10000085427,13
1011,510,10000085432,13
1011,510,54154888076,13
1012,525,55150026055,13
1015,416,10000089026,8
1015,528,10000089124,13
1015,528,57756765076,13
1015,592,10000085476,18
1017,575,55000035213,15
1020,515,50000540082,13
1024,421,10000085363,8
1029,285,51380041013,29
1029,285,51380041313,29
1029,328,51380041013,29
1029,440,10000085363,8
1029,514,51480000076,13
1039,527,54300020076,13
1039,601,50004518076,18
1039,601,54900050076,18
1040,467,53700060051,9
1064,430,10000085369,8
1064,430,57127900036,8
1064,610,10000085478,18
1064,610,54420930024,18
1064,610,55000013933,18
1066,420,53600000078,8
1066,427,50800490078,8
1066,505,50800490076,13
1066,527,51480000076,13
1074,512,10000085425,13
1074,512,10000085426,13
1074,512,10000085429,13
1074,616,57631000076,18
1081,548,10000085428,13
1081,548,54460011776,13
1083,413,55100012140,8
1098,234,51111075533,26
1098,416,10000085364,8
1098,416,50008130078,8
1098,416,53663200076,8
1098,416,54610020076,8
1098,420,10000085363,8
1098,431,10000089012,8
1098,431,10000089047,8
1098,431,10000089051,8
1098,431,50004110076,8
1098,505,52840011033,13
1098,513,54100024950,13
1098,516,53010030033,13
1098,523,10000085425,13
1098,547,55410000076,13
1098,627,10000085475,18
1113,431,10000085364,8
1113,431,54154888076,8
1113,507,54180010033,13
1113,515,52898920076,13
1113,632,52100000031,22
1130,606,53700013182,18
1142,558,51111120076,14
1146,440,52370020076,8
1146,526,10000085429,13
1146,526,51960010076,13
1146,526,53620010050,13
1146,548,57631000076,13
1146,586,53800030050,17
1146,603,10000085477,18
1146,603,10000089237,18
1146,603,51960010076,18
1146,603,57631000076,18
1146,621,51906341075,18
1146,621,52000030042,18
1166,453,53700067076,8
1166,586,53450058040,17
1166,587,53620064076,17
1166,601,51785400013,17
1166,617,10000085478,18
1166,626,53700067076,18
1166,637,51600030101,18
1166,637,51600070033,18
1166,637,52500010050,18
1166,637,52800051098,18
1166,651,53620010028,20
1167,433,10000089055,8
1167,433,53663200076,8
1175,445,55000013033,8
1175,445,57045970076,8
1175,506,10000085429,13
1175,506,53700040075,13
1175,506,55000013050,13
1197,522,10000085429,13
1197,522,50308412076,13
1197,522,50813790076,13
1197,522,51600070033,13
1197,522,51980010075,13
1197,522,52740022050,13
1197,522,52840050076,13
1197,522,53700040075,13
1197,522,54300020076,13
1197,522,55410000076,13
1197,522,56414410013,13
1197,522,57047091041,13
1197,522,57631000076,13
1197,599,10000085475,18
1197,599,51600070033,18
1197,621,52200090076,18
1197,621,55410000076,18
1197,621,57143020076,18
1197,621,57680000050,18
1197,637,57631000076,18
1197,662,51200000076,23
1228,426,10000085363,8
1228,539,10000085429,13
1228,539,55000013050,13
1228,604,54900050076,18
1228,624,54154888076,18
1228,624,54900050076,18
1229,491,10000089073,12
1229,491,52100023024,12
1229,491,54470031076,12
1229,491,57680000025,12
1229,551,10000085429,13
1229,622,10000085475,18
1238,234,54300010033,26
1238,346,57756765875,30
1247,420,10000085364,8
1247,420,57631000076,8
1247,505,10000085425,13
1247,505,54300020076,13
1248,408,53600010082,5
1256,428,10000085363,8
1256,505,53620064076,13
1256,513,55703711082,13
1256,539,10000085429,13
1256,622,10000085479,18
1256,622,51600070033,18
1261,533,10000089110,13
1285,424,57910012076,8
1287,363,52100026075,30
1287,363,52100026076,30
1294,516,51600070033,13
1299,361,51111074175,2
1299,361,51530011350,2
1299,361,53800030050,2
1299,361,57218050076,2
1299,421,10000085364,8
1299,421,53010010033,8
1303,610,10000085478,18
1305,504,10000089102,13
1305,504,52740022050,13
1318,424,55150026032,8
1318,529,55150026032,13
1318,537,57047091041,13
1318,628,52200090076,18
1318,628,57231020034,18
1318,635,53010010033,18
1326,494,55150000034,11
1333,581,10000089194,17
1333,581,10000089195,17
1333,581,51785400013,17
1333,581,53800030050,17
1333,581,54280011660,17
1333,581,57045970076,17
1333,651,10000085493,23
1333,651,54060060033,23
1337,416,10000085361,8
1337,416,57045970076,8
1337,605,10000085478,18
1337,605,54900050076,18
1347,591,10000089251,18
1347,591,58304613450,18
1356,421,10000085361,8
1357,458,10000085364,8
1357,527,10000085426,13
1357,605,10000085476,18
1364,342,54154888076,30
1367,656,55420811176,23
1376,520,10000089124,13
1376,520,51111113178,13
1376,520,52100040050,13
1376,520,57631000076,13
1376,601,10000085475,18
1376,601,52100023024,18
1376,601,54300026050,18
1376,601,55000013950,18
1376,601,57631000076,18
1376,620,54589399277,20
1391,233,55410000076,26
1393,245,51600070033,26
1393,299,53000012033,29
1393,572,50099700082,16
1393,572,52270011076,16
1393,572,53600030082,16
1393,572,53700048076,16
1394,420,54154888076,8
1394,515,54154888076,13
1394,599,54154888076,18
1396,414,57631000076,8
1397,615,55000013950,18
1412,600,10000085479,18
1412,600,51906341075,18
1412,614,52260010055,18
1417,593,10000085479,18
1417,593,53980010082,18
1417,593,55400061078,18
1419,600,10000085479,18
1419,600,10000089251,18
1419,610,53010010033,18
1419,612,52840001082,18
1419,621,53620010028,20
1419,621,54589399255,20
1419,621,54800110055,20
1419,621,57940033055,20
1421,344,54154888076,30
1421,421,54154888076,8
1421,431,10000085363,8
1421,514,10000085429,13
1421,514,10000089128,13
1421,514,54154888076,13
1421,514,57047091041,13
1421,549,10000089091,13
1421,596,10000085479,18
1421,596,10000089237,18
1421,596,10000089290,18
1421,605,51600030101,18
1421,662,54900050082,25
1421,662,57192110076,25
1423,517,10000089124,13
1423,549,54100011675,13
1428,598,55400061078,18
1429,466,52100000033,9
1430,418,10000085364,8
1437,638,51312010033,22
1437,638,51800015050,18
1437,638,52100000031,22
1437,638,53010010033,18
1437,638,57045970076,22
1437,649,10000089316,22
1445,672,50057331082,23
1451,384,54420933024,4
1451,427,10000085363,8
1451,427,53010010033,8
1451,427,57047092032,8
1451,448,53076800082,8
1451,448,54154889078,8
1451,486,55150000034,11
1451,595,54850010033,18
1451,602,10000085477,18
1451,602,51800015050,18
1451,619,52800051098,18
1451,634,53700067076,18
1453,412,57457010076,8
1453,413,53600000078,8
1453,428,10000089013,8
1453,428,52840000075,8
1453,428,53475600050,8
1453,428,57064021233,8
1453,584,54280011660,17
1453,585,55100055075,17
1453,588,10000085475,18
1453,588,51258700050,18
1453,588,54900050076,18
1453,595,53800050033,18
1453,595,54300026050,18
1453,595,54900050076,18
1453,662,10000085496,24
1453,662,51380040009,23
1453,662,52840000082,23
1453,662,54060060033,23
1453,662,57027211076,23
1453,678,10000085495,24
1453,678,54060060033,23
1458,534,10000085429,13
1460,241,51600070033,26
1462,601,57790113076,18
1463,444,10000085363,8
1475,439,52100041050,8
1475,446,10000085364,8
1475,446,10000089018,8
1475,516,10000085429,13
