COUPON_UPC,PRODUCT_ID,CAMPAIGN
54589314175,48728,27
54589314175,48728,27
10000085495,48980,24
10000085496,48980,24
58768484040,49108,25
53800030050,49910,17
53800030050,49910,2
58768484040,50499,25
58768484040,51151,25
58768484040,51226,25
57756765034,52554,25
57756765034,52554,17
53663200076,52673,28
10000085496,52686,24
10000085495,52686,24
54300010033,53979,12
51500050033,55021,19
51500059033,55021,10
55929011033,56293,21
53000000036,57416,23
57797520075,57828,25
57797520075,57828,22
51500050033,59433,19
51500059033,59433,10
51600070033,60462,9
52484270076,60924,21
51500050033,60997,19
51500059033,60997,10
51380041309,61169,9
51380040009,61169,1
51380041313,61169,29
52400000031,61385,1
51111074175,61481,2
51111074175,61509,2
51500050033,61750,19
51500059033,61750,10
52400000031,62904,1
51600070033,63480,9
51600070033,63973,9
51600070033,64260,9
51500059033,64322,10
10000085496,64432,24
10000085495,64432,24
51450050050,64516,22
51514111050,64543,4
51514110050,64543,29
51514111050,64543,28
52400000031,64551,1
51200000009,64830,25
51200000009,65440,25
51300010013,65969,19
51300010013,65969,5
54400000032,66019,23
51300010013,66323,19
51300010013,66323,5
51200000076,66392,23
51200000009,66392,25
51200000033,66392,29
52100023030,66398,25
51200000009,66518,25
51200000076,66668,23
51200000009,66668,25
51200000033,66668,29
54440020077,66800,17
54440020076,66800,17
51600070033,66880,9
52840000082,67205,23
52840000033,67205,25
51300010013,67208,19
51300010013,67208,5
53000000036,67254,23
51300010013,67481,19
51300010013,67481,5
52000030042,67573,2
51300010013,67676,19
51300010013,67676,5
51450050050,67822,22
51800009050,67860,28
51800009050,67861,28
55000081033,68122,4
52100000076,68168,25
52100000033,68168,9
52100000031,68168,22
52100020075,68168,1
52100026076,68168,28
10000085495,68543,24
10000085496,68543,24
52100000076,68862,25
52100000031,68862,22
52100000033,68862,9
52100026076,68862,28
52100020075,68862,1
52400000031,68869,1
10000085495,69433,24
10000085496,69433,24
10000085495,69435,24
10000085496,69435,24
51300010013,69613,19
51300010013,69613,5
51300010013,69739,19
51300010013,69739,5
52100000076,69982,25
52100000031,69982,22
52100000033,69982,9
52100020075,69982,1
52100026076,69982,28
10000085496,70200,24
10000085495,70200,24
51300010013,70258,19
51300010013,70258,5
52840000082,70276,23
52840000033,70276,25
51200000009,70302,25
55150000034,70371,11
52800031032,70505,22
51300010013,70586,19
51300010013,70586,5
51300010013,70665,19
51300010013,70665,5
51800000050,70685,12
51111122076,70714,20
51111122077,70714,20
51111122081,70714,27
51111122081,70714,27
51111122075,70714,3
51111122077,70714,3
51111122081,70714,27
51111122275,70714,27
51111122275,70714,27
51111122275,70714,27
51111122275,70714,27
51111122081,70714,27
53800050033,70929,12
52800051060,71114,4
52580010042,71153,9
52400000031,71198,1
52100023030,71424,25
52100023020,71424,28
51300010013,71695,19
51300010013,71695,5
54100024032,71794,20
54100024032,71794,14
54100024932,71794,27
54100024932,71794,27
54100024932,71794,27
54100024932,71794,27
54100024932,71794,3
54850010033,71938,23
54850010009,71938,29
54850011033,71938,9
54850010033,71938,22
52400000031,72013,1
55000081033,72110,4
53620010028,72290,20
53620010028,72290,27
53620010028,72290,27
53620010028,72290,27
53620010028,72290,27
53620010028,72290,14
53620010028,72290,3
53620010001,72290,3
52740020050,72302,3
52740022133,72302,28
51300010013,72446,19
51300010013,72446,5
52400000031,72547,1
52580010042,72696,9
52580010042,72708,9
51800000050,72714,12
51800000050,72717,22
51800015033,72717,12
51800000050,72717,28
51312010033,73081,22
53000000036,73274,23
53700060051,73428,9
53700060051,73428,7
54900050082,73467,25
10000085491,73499,23
10000085380,73499,9
54850010033,73540,23
54850010033,73540,22
54850011033,73540,9
54850010009,73540,29
54440020077,73584,17
54440020076,73584,17
51111131075,73681,20
51111131077,73681,14
51111131077,73681,20
51111131075,73681,14
51111131077,73681,3
51111131075,73681,27
51111131075,73681,27
51111131082,73681,27
51111131082,73681,27
51111131082,73681,27
51111131082,73681,27
51111131082,73681,27
51111131082,73681,27
51111131075,73681,27
51111131075,73681,27
51111131075,73681,27
51111131075,73681,27
51111131075,73681,3
52580010042,74464,9
54850010033,74503,23
54850010033,74503,22
54850011033,74503,9
54850010009,74503,29
52400000031,74671,1
58768484040,74874,25
53700060051,74892,9
53700060051,74892,7
52400000031,75076,1
51111120076,75237,20
54589321177,75237,20
51111124078,75237,3
51111120076,75237,3
51111120076,75237,14
54589321176,75237,20
51111120078,75237,20
54800110055,75637,20
54800110055,75637,3
54800110055,75637,14
54800110055,75637,27
54800110055,75637,27
54800110055,75637,27
54800110055,75637,27
52840000082,75730,23
52840000051,75730,29
10000085495,75888,24
10000085496,75888,24
52740020050,75901,3
52740022133,75901,28
51300010013,75916,19
51300010013,75916,5
52580010042,76076,9
54800110055,76487,20
54800110055,76487,3
54800110055,76487,27
54800110055,76487,27
54800110055,76487,27
54800110055,76487,14
52580010042,76501,9
52740020050,76743,3
52740022133,76743,28
52540022975,77032,21
10000089316,77280,22
54850010033,77341,23
54850011033,77341,9
54850010009,77341,29
54850010033,77341,22
54850010033,77360,23
54850010033,77360,22
54850011033,77360,9
54850010009,77360,29
57047091041,77398,29
10000085495,77538,24
10000085496,77538,24
54850010033,77797,23
54850011033,77797,9
54850010009,77797,29
54850010033,77797,22
55310000076,78017,16
51111120076,78280,20
54589321177,78280,20
51111120076,78280,14
54589321176,78280,20
51111120078,78280,20
51111124078,78280,3
51111120076,78280,3
51800000050,78466,22
51800000050,78466,28
51800015033,78466,12
54850010033,78802,23
54850010009,78802,29
54850011033,78802,9
54850010033,78802,22
10000085495,78841,24
10000085496,78841,24
52400000031,78851,1
51300010013,79230,19
51300010013,79230,5
10000085487,79283,22
54300026033,79283,9
54300026150,79283,4
52100023024,79289,12
52580010042,79537,9
54850010033,80131,23
54850010009,80131,29
54850010033,80131,22
54850011033,80131,9
54850010033,80132,23
54850010033,80132,22
54850010009,80132,29
54850011033,80132,9
53320051055,80493,7
10000085487,80504,22
53320051055,80553,7
55000081033,80621,4
54670400033,80730,17
54670400033,80730,28
54670400033,80730,2
57047091041,80773,29
51600070033,81135,9
53620010028,81353,20
53620010028,81353,27
53620010028,81353,27
53620010028,81353,27
53620010028,81353,27
53620010028,81353,27
53620010028,81353,14
53620010001,81353,3
53620010028,81353,3
57008510013,81421,11
53800050033,81729,12
53800050033,81823,12
57047091041,82604,29
51111074175,82937,2
10000085495,83040,24
10000085496,83040,24
53620010028,83153,20
53620010028,83153,14
53620010028,83153,27
53620010028,83153,27
53620010001,83153,3
53620010028,83153,3
53620010028,83153,27
53620010028,83153,27
10000085495,83169,24
10000085496,83169,24
10000085487,83570,22
54300026150,83570,4
54300026033,83570,9
55310000076,83617,16
54280011660,83722,17
57047091041,83790,29
57047091041,83860,29
10000085487,84265,22
54300026150,84265,4
54300026033,84265,9
10000085487,84372,22
54100010032,84511,14
54100010032,84511,27
54100010032,84511,27
54100010032,84511,27
54100010032,84511,27
54100010032,84511,27
54100010032,84511,27
54100010032,84511,3
52740020050,84572,3
52740022133,84572,28
10000085495,84593,24
10000085496,84593,24
53620010028,84957,20
53620010028,84957,14
53620010001,84957,3
53620010028,84957,27
53620010028,84957,27
53620010028,84957,27
53620010028,84957,3
53620010028,84957,27
52400000031,85176,1
10000085496,85298,24
10000085495,85298,24
53600030082,85340,16
54440020077,85389,17
54440020076,85389,17
57047091041,85604,29
54670400033,85737,17
54670400033,85737,2
54670400033,85737,28
54300026033,85779,9
54300026150,85779,4
51600070033,85936,9
53620010028,86148,20
53620010001,86148,3
53620010028,86148,27
53620010028,86148,27
53620010028,86148,27
53620010028,86148,27
53620010028,86148,27
53620010028,86148,3
53620010028,86148,14
54589399255,86354,20
54589399275,86354,14
57940011075,86354,27
57940011075,86354,27
57940011080,86354,27
57940011080,86354,27
57940011080,86354,27
57940011080,86354,27
57940011075,86354,27
57940011075,86354,27
54589399250,86354,14
53620010028,86378,20
53620010028,86378,27
53620010028,86378,27
53620010028,86378,27
53620010028,86378,27
53620010001,86378,3
53620010028,86378,14
53620010028,86378,3
10000085487,86442,22
54300026033,86442,9
54300026150,86442,4
51111074175,86772,2
53620010028,87639,20
53620010028,87639,14
53620010028,87639,3
53620010028,87639,27
53620010028,87639,27
53620010028,87639,27
53620010028,87639,27
53620010028,87639,27
53620010001,87639,3
51600070033,87896,9
52580010042,88193,9
54100027032,88223,20
54100027032,88223,14
54100027032,88223,27
54100027032,88223,27
54100027032,88223,27
54100027032,88223,3
54100027032,88223,27
54100027032,88223,27
54100027032,88914,20
54100027032,88914,27
54100027032,88914,14
54100027032,88914,3
54100027032,88914,27
54100027032,88914,27
54100027032,88914,27
51600070033,89025,9
53800050033,89263,12
53800050033,89263,9
53620010028,89337,20
53620010028,89337,14
53620010001,89337,3
53620010028,89337,27
53620010028,89337,27
53620010028,89337,27
53620010028,89337,27
53620010028,89337,3
52100012050,89509,1
52100000076,89519,25
52100000031,89519,22
52100020075,89519,1
52100026076,89519,28
52100000033,89519,9
10000085487,89569,22
54850010033,89776,23
54850011033,89776,9
54850010009,89776,29
54850010033,89776,22
55113100076,89810,11
57047091041,89840,29
54440020077,90172,17
54440020076,90172,17
53760020032,90283,17
54100027032,90473,20
54100027032,90473,27
54100027032,90473,27
54100027032,90473,27
54100027032,90473,27
54100027032,90473,14
54100027032,90473,3
54300010033,90492,12
10000085493,90890,23
10000085498,90909,25
54369530009,91295,17
54369530009,91663,17
51312010033,91840,22
10000085493,91955,23
52400000031,92018,1
54369530009,92170,17
54369530009,92263,17
54440020077,92317,17
54440020076,92317,17
53620010028,92436,20
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,27
53620010028,92436,14
53620010001,92436,3
53620010028,92436,3
54280011660,92490,17
54369530009,92725,17
54369530009,92765,17
54850010033,92844,23
54850010009,92844,29
54850011033,92844,9
54850010033,92844,22
54670400033,92902,17
54670400033,92902,2
54670400033,92902,28
57940033055,92994,20
54369530009,93110,17
54369530009,93251,17
54369530009,93280,17
10000085493,93285,23
54300010033,93294,12
55310000076,93320,16
51300010013,93513,5
51500050013,93587,5
54369530009,94096,17
54369530009,94184,17
57047091041,94336,29
54369530009,94532,17
54369530009,94548,17
57047091041,94550,29
54369530009,94577,17
54369530009,94620,17
52580010042,94917,9
53800050033,94920,12
51111120076,94950,20
51111120076,94950,14
54589321177,94950,20
54589321176,94950,20
51111120078,94950,20
51111124078,94950,3
51111120076,94950,3
52100000076,94994,25
52100000033,94994,9
52100026076,94994,28
52100020075,94994,1
52100000031,94994,22
55150000034,95025,11
57008510013,95165,11
54369530009,95429,17
54369530009,95894,17
10000085495,95924,24
10000085496,95924,24
51500050013,96069,5
54369530009,96210,17
54369530009,96492,17
54369530009,96788,17
54369530009,96833,17
54300010033,96866,12
54300021057,96896,29
10000085493,97024,23
51500050013,97049,5
54369530009,97322,17
51312010033,97417,22
10000085493,97538,23
54450000076,97730,22
51500050013,97773,5
52740020050,97960,3
52400000031,97991,1
54589399255,98090,20
57940011075,98090,27
57940011075,98090,27
57940011080,98090,27
57940011080,98090,27
57940011080,98090,27
57940011080,98090,27
57940011075,98090,27
57940011075,98090,27
54589399275,98090,14
54589399250,98090,14
10000085493,98098,23
54440020077,98133,17
54440020076,98133,17
10000085493,98293,23
51800000050,98340,22
51800000050,98340,28
51800015033,98340,12
10000085487,98395,22
10000085493,98614,23
52400000031,98720,1
10000085487,98976,22
54369530009,99230,17
10000085493,99646,23
52400000031,99835,1
51500050013,99862,5
54450000076,99913,22
10000085493,100391,23
54369530009,100454,17
54369530009,100455,17
10000085496,100505,24
10000085495,100505,24
52580010042,100946,9
51500050013,101323,5
51500050013,101345,5
51500050013,101523,5
53770000076,101648,28
10000085493,101677,23
53800030050,101775,17
53800030050,101775,2
52100000076,101922,25
52100020075,101922,1
52100026076,101922,28
52100000033,101922,9
52100000031,101922,22
54440020077,101999,17
54440020076,101999,17
57680000025,102054,12
57680000024,102054,28
10000085493,102222,23
51600070033,102417,9
51500050013,102901,5
53800050033,103011,12
54369530009,103133,17
51500050013,103568,5
54369530009,103770,17
51500050013,104220,5
53800030050,104681,17
53800030050,104681,2
52400000031,105146,1
52100000076,105237,25
52100000031,105237,22
52100000033,105237,9
52100020075,105237,1
52100026076,105237,28
51500050013,105464,5
51500050013,105511,5
51500050013,105512,5
51500050013,105544,5
10000085493,105599,23
53800050033,106153,12
10000085493,106244,23
54060060033,106293,23
54060060055,106293,27
54060060055,106293,27
54060060033,106293,29
54060060055,106293,27
54060060055,106293,27
10000085495,106373,24
10000085496,106373,24
57045970076,106388,22
57045970076,106388,17
57045970076,106388,2
54369530009,106553,17
53800030050,106800,17
53800030050,106800,2
10000085493,107023,23
51800015033,107206,12
10000085493,107254,23
10000085493,107266,23
53800050033,107598,12
10000085493,108298,23
54850010033,108542,23
54850010033,108542,22
54850011033,108542,9
10000085496,108633,24
10000085495,108633,24
52529311476,108646,12
54589399250,109347,14
54589399275,109347,14
57940011075,109347,27
57940011075,109347,27
57940011080,109347,27
57940011080,109347,27
57940011080,109347,27
57940011080,109347,27
57940011080,109347,27
57940011080,109347,27
57940011075,109347,27
57940011075,109347,27
57940011075,109347,27
57940011075,109347,27
53620010028,110183,20
53620010028,110183,14
53620010028,110183,3
53620010028,110183,27
53620010028,110183,27
53620010028,110183,27
54100027032,110469,20
54100027032,110469,27
54100027032,110469,27
54100027032,110469,27
54100027032,110469,27
54100027032,110469,14
54100027032,110469,3
54100027032,110469,27
54100024032,110798,14
53700060051,110801,9
53700060051,110801,7
51300010013,111079,5
53800050033,111113,12
53800050033,111113,9
51500050013,111677,5
54280011660,111857,17
57797520075,112478,25
57797520075,112478,22
10000085493,112609,23
51800015033,113448,12
10000085493,113705,23
10000085498,114358,25
54300010033,114419,12
54100025324,114642,27
54100025324,114642,27
54100025324,114642,27
54100025324,114642,27
54280011660,114804,17
54589399250,114877,14
57940011075,114877,27
57940011075,114877,27
57940011075,114877,27
57940011080,114877,27
57940011080,114877,27
57940011080,114877,27
57940011080,114877,27
57940011080,114877,27
57940011080,114877,27
57940011080,114877,27
57940011075,114877,27
57940011075,114877,27
57940011075,114877,27
57940011075,114877,27
54589399275,114877,14
54589399250,115969,14
54589399275,115969,14
57940011075,115969,27
57940011075,115969,27
57940011080,115969,27
57940011080,115969,27
57940011080,115969,27
57940011080,115969,27
57940011080,115969,27
57940011075,115969,27
57940011075,115969,27
57940011075,115969,27
57940011075,115969,27
57940011080,115969,27
57940011080,115969,27
57940011080,115969,27
57940011075,115969,27
57940011075,115969,27
54900050082,116104,25
54900050082,116612,25
54100025324,116715,27
54100025324,116715,27
54100025324,116715,27
54100025324,116715,27
54800110055,116799,20
54800110055,116799,3
54800110055,116799,14
54800110055,116799,27
54800110055,116799,27
54800110055,116799,27
54800110055,116799,27
54800110055,116799,27
10000085498,116926,25
54470031076,116994,12
10000085493,117452,23
52529311476,117847,12
54800110055,118224,20
54800110055,118224,27
54800110055,118224,27
54800110055,118224,27
54800110055,118224,14
54800110055,118224,27
54800110055,118224,3
10000085496,118226,24
10000085495,118226,24
51800015033,118690,12
54300021057,118843,29
51300010013,119118,5
53800050033,119529,12
52740020050,119885,3
51500050013,120472,5
54300010033,120919,12
54589399255,122223,20
54589399250,122223,14
54589399275,122223,14
57940062040,122223,11
57940011075,122223,27
57940011075,122223,27
57940011080,122223,27
57940011080,122223,27
57940011080,122223,27
57940011080,122223,27
57940011075,122223,27
57940011075,122223,27
57800000033,122291,29
10000085498,122916,25
54589399255,122958,20
54589399250,122958,14
54589399275,122958,14
57940011075,122958,27
57940011075,122958,27
57940011075,122958,27
57940011080,122958,27
57940011080,122958,27
57940011080,122958,27
57940011080,122958,27
57940011080,122958,27
57940011080,122958,27
57940011075,122958,27
57940011075,122958,27
57940011075,122958,27
57797520075,123426,25
57797520075,123426,22
10000089073,123522,12
54300021057,123650,29
54589399255,123690,20
54589399250,123690,14
54589399275,123690,14
57940011080,123690,27
57940011080,123690,27
57940011080,123690,27
57940011080,123690,27
57940011075,123690,27
57940011075,123690,27
57940011075,123690,27
57940011075,123690,27
57940011075,123690,27
57940011080,123690,27
10000085498,123984,25
57797520075,124385,25
57797520075,124385,22
57192110076,125589,25
52529311476,125788,12
10000085493,126338,23
52740020050,126936,3
52400000031,128047,1
51500050033,128372,19
51500059033,128372,10
57192110076,128728,25
51800015033,128794,12
10000085496,129533,24
10000085495,129533,24
54300021057,129724,29
53800050033,131043,12
57192110076,131409,25
54470031076,131847,12
52740020050,132725,3
57797520075,133667,25
57797520075,133667,22
54440020077,134309,17
54440020076,134309,17
52400000031,134954,1
52270011076,137584,16
57192110076,137605,25
57457010076,137674,21
52740020050,138529,3
54589399250,143538,14
57940011075,143538,27
57940011080,143538,27
57940011080,143538,27
57940011080,143538,27
57940011080,143538,27
57940011080,143538,27
57940011075,143538,27
57940011075,143538,27
57940011075,143538,27
57940011075,143538,27
57940011080,143538,27
57940011075,143538,27
54589399275,143538,14
57797520075,144561,25
57797520075,144561,22
51785400013,144622,17
50099700082,145758,16
57457010076,146648,21
10000085436,148181,16
54110030074,152579,10
52100023024,153687,12
54800140060,155364,14
52100023024,159721,12
53000000036,160129,23
53000012033,160129,29
50813700076,161406,5
50813700076,161406,10
57797520075,164623,25
57797520075,164623,22
52100023024,164857,12
53000000036,168266,23
53000012033,168266,29
51785400013,177274,17
51785400013,177679,17
50813700076,190498,10
50813700076,190498,5
51785400013,192540,17
57797520075,195896,25
57797520075,195896,22
55150000034,196521,11
55150000034,197599,11
51785400013,197620,17
55150000034,198548,11
55150000034,198651,11
51785400013,199071,17
51785400013,199881,17
51785400013,200042,17
51785400013,201865,17
51785400013,201946,17
55150000034,203890,11
51785400013,204662,17
52400000031,204752,1
51785400013,207534,17
51785400013,208720,17
51785400013,209177,17
51785400013,209297,17
51785400013,210350,17
51785400013,213301,17
51785400013,214622,17
51785400013,216197,17
10000085496,217507,24
10000085495,217507,24
51785400013,217731,17
55200017313,219021,23
52840000051,225498,29
51785400013,227629,17
52840000051,229541,29
52840000051,229861,29
10000085496,232179,24
10000085495,232179,24
10000089064,243186,9
53600010087,248220,19
52840000051,250043,29
57045970076,253428,22
57045970076,253428,2
57045970076,253428,17
52400000031,253490,1
10000085496,256050,24
10000085495,256050,24
57045970076,257951,22
57045970076,257951,17
57045970076,257951,2
57047091041,261274,29
52840000051,261359,29
53600000082,262437,10
52484270076,262599,21
54589314175,265230,14
54589314187,265230,27
54589314187,265230,27
54589314187,265230,27
54589314187,265230,27
54589314177,265230,14
54589314175,265230,27
54589314175,265230,27
54589314175,265230,27
54589314175,265230,27
57047095176,265815,29
52277610055,265906,4
52277610055,266098,4
52700012033,268448,25
51500059033,269468,10
57047091041,270361,29
55100090033,271053,22
52700012033,274224,25
10000085495,276272,24
10000085496,276272,24
55100055075,278211,17
51600045033,279561,12
10000085496,279578,24
10000085495,279578,24
53700048182,285957,10
53700048182,285957,5
53600000082,288206,10
52580010042,288248,9
54589371155,288763,20
54589371175,288763,14
57940042076,288763,27
57940042076,288763,27
57940042055,288763,27
57940042055,288763,27
57940042055,288763,27
57940042055,288763,27
57940042076,288763,27
57940042076,288763,27
54589371176,288763,20
54589371155,288763,14
54116500036,289384,25
10000085495,289493,24
10000085496,289493,24
53600000082,295850,10
54589371155,302427,20
54589371176,302427,20
57940042076,302427,27
57940042076,302427,27
57940042055,302427,27
57940042055,302427,27
57940042055,302427,27
57940042055,302427,27
57940042076,302427,27
57940042076,302427,27
54589371175,302427,14
54589371155,302427,14
54420933024,313138,4
54420933024,314018,4
52840000051,325486,29
52500000075,328274,1
10000085496,328490,24
10000085495,328490,24
52100023024,329721,12
52500000075,330585,1
55150000034,331553,11
55113100076,332870,11
52500000075,334648,1
57410101082,336243,19
57410101082,336243,10
57410101082,336243,5
54300010033,342185,12
52900020076,344364,25
51600070033,348057,9
53800050033,349856,12
53800050033,349856,9
54300010033,352253,12
57218050076,352930,2
52100012050,359526,1
52100012050,359707,1
54300010033,365292,12
55150000034,366325,11
52000030042,369846,2
10000085495,370342,24
10000085496,370342,24
53100010076,371166,2
10000085496,372781,24
10000085495,372781,24
10000085496,375283,24
10000085495,375283,24
10000085496,375634,24
10000085495,375634,24
10000085496,375708,24
10000085495,375708,24
10000085496,375991,24
10000085495,375991,24
10000085491,376325,23
10000085380,376325,9
54400021032,377804,22
10000085496,377872,24
10000085495,377872,24
10000085496,378737,24
10000085495,378737,24
53100010076,382255,2
10000085496,385478,24
10000085495,385478,24
10000085496,389959,24
10000085495,389959,24
54300010033,392071,12
54610030075,392610,1
51200000076,395432,23
51200092776,395432,29
54300010033,396024,12
57047091041,396073,29
54420933024,399391,4
54300010033,399477,12
54420933024,400903,4
54420933024,401145,4
54420933024,401146,4
53800050033,403457,12
53800050033,403457,9
57218050076,406349,2
55100055075,406426,17
10000085496,407539,24
10000085495,407539,24
55100055075,407654,17
10000085496,408314,24
10000085495,408314,24
54420933024,409384,4
10000085496,409647,24
10000085495,409647,24
10000085496,413926,24
10000085495,413926,24
10000085496,413976,24
10000085495,413976,24
57047091041,414803,29
55310000076,419251,16
10000085496,419724,24
10000085495,419724,24
54589399255,420859,20
57940011075,420859,27
54589399250,420859,14
54589399275,420859,14
57940011075,420859,27
57940011075,420859,27
57940011080,420859,27
57940011080,420859,27
57940011080,420859,27
57940011080,420859,27
57940011080,420859,27
57940011080,420859,27
57940011075,420859,27
57940011075,420859,27
57940011075,420859,27
10000085491,424426,23
10000085380,424426,9
53700048182,425349,19
53700048182,425349,10
53800030050,428852,17
53800030050,428852,2
10000085496,429364,24
10000085495,429364,24
10000085493,429922,23
57265521233,429922,1
52400000031,430360,1
54589399276,431906,14
57940018076,431906,27
57940018081,431906,27
57940018081,431906,27
57940018081,431906,27
57940018081,431906,27
57940018076,431906,27
57940018076,431906,27
54589399278,431906,14
57940018076,431906,27
55100055075,432324,17
10000085496,432582,24
10000085495,432582,24
10000085493,434543,23
57265521233,434543,1
10000085493,434697,23
57265521233,434697,1
10000085493,434994,23
57265521233,434994,1
53800030050,435778,17
53800030050,435778,2
10000085493,437011,23
57265521233,437011,1
53800030050,437153,17
53800030050,437153,2
10000085493,438912,23
57265521233,438912,1
51800000050,441607,22
51800015033,441607,12
51800000050,441607,28
54100027032,442472,20
54100027032,442472,27
54100027032,442472,27
54100027032,442472,27
54100027032,442472,27
54100027032,442472,27
54100027032,442472,3
54100027032,442472,14
51111074175,443443,2
54850040050,443510,29
52840000051,444854,29
10000089073,446206,12
57100771033,446601,22
57047091041,447111,29
51800015033,448833,12
10000085498,451047,25
57047091041,451738,29
52400000031,452027,1
58768484040,455543,25
53800050033,456020,12
10000085486,457588,22
52100000076,459047,25
54400021032,459047,22
51111111177,461235,3
51111111175,461235,3
51312010033,461267,22
52100026076,461429,28
51800009050,462294,28
10000085495,463530,24
10000085496,463530,24
51514111050,464196,4
51514110050,464196,29
51514111050,464196,28
57457010076,467130,21
10000085495,467298,24
10000085496,467298,24
51800000050,469639,12
54369530009,472059,17
54850010033,473156,23
54850011033,473156,9
54850010009,473156,29
54850010033,473156,22
10000089073,473525,12
51785400013,475870,17
51800015033,476419,12
54280011660,476638,17
10000085486,476699,22
58768484040,476841,25
52100026076,479576,28
54589399255,480004,20
54589399275,480004,14
54589399250,480004,14
57940011075,480004,27
57940011075,480004,27
57940011080,480004,27
57940011080,480004,27
57940011080,480004,27
57940011080,480004,27
57940011075,480004,27
57940011075,480004,27
53450050033,480105,4
53450050022,480105,28
52100012050,480180,1
51200000076,480433,23
51200092776,480433,29
10000085496,480595,24
10000085495,480595,24
55150000034,483681,11
51785400013,485048,17
10000085496,486737,24
10000085495,486737,24
52100000076,487367,25
52100020075,487367,1
52100026076,487367,28
52100000033,487367,9
52100000031,487367,22
53800050033,489187,12
52100023030,492326,25
10000085496,492471,24
10000085495,492471,24
54850010033,494976,23
54850010033,494976,22
54850011033,494976,9
54850010009,494976,29
57790000032,495179,12
10000085498,499820,25
51800000050,500146,12
51300010013,502309,19
51300010013,502309,10
51300010013,502309,5
51600070033,502668,9
51800000050,502673,22
51800000050,502673,28
51800015033,502673,12
51600070033,502935,9
57045970076,503153,22
57045970076,503153,17
57045970076,503153,2
10000089075,503201,12
51111032250,503201,28
51785400013,505630,17
10000085496,508828,24
10000085495,508828,24
52100000076,508844,25
52100000031,508844,22
52100026076,508844,28
52100020075,508844,1
52100000033,508844,9
53800050033,509505,12
53800050033,509505,9
51600070033,510664,9
57047091041,512709,29
54850010033,512952,23
54850010009,512952,29
54850011033,512952,9
54850010033,512952,22
57192110076,514130,25
51380021033,514874,28
57047091041,516062,29
52100000076,516416,25
52100000031,516416,22
52100000033,516416,9
52100020075,516416,1
52100026076,516416,28
51800009050,516980,28
54850040050,520897,29
52100026076,521028,28
10000085491,522435,23
10000085380,522435,9
50076613076,522968,16
54132220050,524389,25
54132220050,524389,2
54132220050,524389,22
51111120076,524509,20
54589321177,524509,20
51111120076,524509,14
54589321176,524509,20
51111120078,524509,20
51111124078,524509,3
51111120076,524509,3
54610030075,524755,1
